Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobInvolvement,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,YearsInCurrentRole
-0.6486681098094882,No,2,1,0,1,1,0.3796721288811475,6,0,-0.7632087181529345,0,0.4893759527060795,1.1914379855160337,-1.0778621289498782,-0.6154915796172451
-0.3201625558062908,No,2,1,1,3,1,0.3796721288811475,2,0,-0.8163283810862784,0,-1.1505541015749308,0.26623257679518353,0.33809616377248186,-0.6154915796172451
-0.9771736638126857,Yes,2,1,2,1,1,-1.0261667362455194,2,2,-0.9508273676335051,1,-0.3305890744344257,-0.6589728319256667,0.33809616377248186,-0.6154915796172451
-0.8676718124782865,No,2,1,3,1,0,1.7855109940078144,4,0,0.738802870950297,0,-1.1505541015749308,0.26623257679518353,0.33809616377248186,1.3171933011460915
-0.5391662584750891,No,2,1,1,1,1,1.7855109940078144,6,0,-0.6809794799321182,1,-0.8772324258614291,1.1914379855160337,-1.0778621289498782,-0.6154915796172451
-1.6341847718190805,No,0,1,1,3,1,1.7855109940078144,2,0,-0.7581092305113335,1,-0.6039107501479274,-0.6589728319256667,-1.0778621289498782,-1.1676872598353414
1.7603726195472926,No,2,2,3,1,0,-1.0261667362455194,3,1,1.8961740869419934,0,0.21605427699257776,0.26623257679518353,0.33809616377248186,1.0410954610370433
0.11784484953130571,No,2,1,2,1,1,0.3796721288811475,6,2,-0.5437182709123576,1,-1.1505541015749308,0.26623257679518353,0.33809616377248186,-0.6154915796172451
-1.4151810691502822,No,0,1,1,4,0,1.7855109940078144,4,0,-0.5294822012462215,0,0.7626976284195812,1.1914379855160337,-1.0778621289498782,-0.6154915796172451
-0.10115885313749257,Yes,2,2,3,1,1,-1.0261667362455194,8,2,-0.6578193068931802,0,2.1293060069870897,-0.6589728319256667,0.33809616377248186,-0.33939373950819707
-0.3201625558062908,No,2,1,3,1,0,0.3796721288811475,5,2,1.1667348755413154,0,-1.1505541015749308,0.26623257679518353,0.33809616377248186,0.48889978081894714
-1.7436866231534796,No,2,1,1,1,1,0.3796721288811475,6,2,-1.119960374413272,0,-0.3305890744344257,1.1914379855160337,0.33809616377248186,-1.1676872598353414
-0.3201625558062908,Yes,2,1,0,3,1,0.3796721288811475,6,2,-0.7527972642179991,0,-1.1505541015749308,0.26623257679518353,0.33809616377248186,-0.6154915796172451
1.7603726195472926,No,2,1,2,4,0,0.3796721288811475,3,0,2.6753333028482813,0,-1.1505541015749308,1.1914379855160337,-1.0778621289498782,2.4215846615822834
-0.5391662584750891,Yes,1,1,0,1,0,-2.432005601372186,6,2,-0.549030237205692,1,1.855984331273588,-0.6589728319256667,0.33809616377248186,-0.6154915796172451
0.5558522548689022,No,2,2,3,2,1,0.3796721288811475,7,1,0.06843272473149725,0,-1.1505541015749308,1.1914379855160337,0.33809616377248186,0.7649976209279952
0.7748559575377005,No,2,1,3,3,0,-1.0261667362455194,0,1,0.7957471496148416,0,-0.3305890744344257,1.1914379855160337,0.33809616377248186,0.48889978081894714
0.9938596602064987,No,2,2,3,2,0,0.3796721288811475,3,2,2.644098941043475,0,-0.8772324258614291,1.1914379855160337,-1.0778621289498782,-0.6154915796172451
-0.42966440714069,No,2,1,2,3,1,0.3796721288811475,2,2,-0.8513873586222853,0,-1.1505541015749308,1.1914379855160337,0.33809616377248186,-0.8915894197262932
0.7748559575377005,No,2,1,3,4,1,0.3796721288811475,0,1,-0.008059589892517928,1,-0.6039107501479274,1.1914379855160337,1.754054456494842,-0.6154915796172451
-0.7581699611438873,No,2,1,1,3,1,-1.0261667362455194,2,2,-0.9130061676249642,0,-0.6039107501479274,-1.584178240646517,0.33809616377248186,-1.1676872598353414
0.22734670086570485,Yes,2,2,2,5,1,0.3796721288811475,8,1,-0.9385036058329693,0,-0.3305890744344257,0.26623257679518353,1.754054456494842,-1.1676872598353414
-1.4151810691502822,Yes,2,1,2,3,1,0.3796721288811475,6,1,-0.8945205249241606,1,0.21605427699257776,-1.584178240646517,-1.0778621289498782,-1.1676872598353414
0.6653541062033014,No,2,1,1,3,0,1.7855109940078144,6,0,-0.8197280395140124,0,-0.8772324258614291,1.1914379855160337,-1.0778621289498782,-0.33939373950819707
1.4318670655440953,Yes,2,2,1,2,1,-1.0261667362455194,8,1,-0.8116538507481441,1,-0.3305890744344257,0.26623257679518353,0.33809616377248186,-0.6154915796172451
-0.2106607044718917,No,2,2,2,2,0,0.3796721288811475,8,1,-0.9538020687577723,0,-0.6039107501479274,-1.584178240646517,0.33809616377248186,-0.6154915796172451
-0.10115885313749257,No,2,1,3,1,0,-1.0261667362455194,6,1,-0.6552695630723797,1,-0.3305890744344257,1.1914379855160337,1.754054456494842,-0.8915894197262932
-0.42966440714069,No,1,2,2,1,0,1.7855109940078144,7,1,-0.23944884163016386,0,1.036019304133083,-1.584178240646517,0.33809616377248186,-0.33939373950819707
-0.2106607044718917,No,2,1,1,4,1,0.3796721288811475,2,0,-0.967188223816975,0,-0.8772324258614291,0.26623257679518353,0.33809616377248186,-1.1676872598353414
-1.0866755151470848,No,2,1,3,1,0,0.3796721288811475,2,0,-0.8843215496409585,0,-0.6039107501479274,1.1914379855160337,0.33809616377248186,-1.1676872598353414
-1.1961773664814839,Yes,2,1,2,1,1,-2.432005601372186,2,2,-0.8945205249241606,0,-0.8772324258614291,0.26623257679518353,-1.0778621289498782,-1.1676872598353414
-1.0866755151470848,No,1,2,2,1,1,0.3796721288811475,7,2,0.4723546416766441,0,-0.057267398720923963,1.1914379855160337,0.33809616377248186,1.0410954610370433
-0.7581699611438873,No,1,1,1,3,0,0.3796721288811475,2,2,-0.5294822012462215,0,2.1293060069870897,1.1914379855160337,0.33809616377248186,1.0410954610370433
0.4463504035345031,Yes,2,1,2,5,0,0.3796721288811475,5,1,2.7711611747800338,0,-0.8772324258614291,1.1914379855160337,0.33809616377248186,2.9737803418003796
-0.3201625558062908,No,0,2,3,2,1,0.3796721288811475,7,2,-0.41113159223073126,0,1.3093409798465847,0.26623257679518353,0.33809616377248186,0.21280194070989908
0.008342998196906572,No,2,1,1,1,1,0.3796721288811475,6,1,-0.7396235878105298,0,1.5826626555600865,-1.584178240646517,0.33809616377248186,-1.1676872598353414
0.9938596602064987,No,1,2,3,2,1,0.3796721288811475,7,2,-0.15530729554374717,1,1.5826626555600865,0.26623257679518353,0.33809616377248186,0.48889978081894714
-0.2106607044718917,No,2,1,0,1,1,1.7855109940078144,2,1,-0.8996200125657616,0,1.036019304133083,1.1914379855160337,0.33809616377248186,-1.1676872598353414
1.2128633628752972,Yes,2,1,1,1,1,-1.0261667362455194,2,2,-0.23838644837149697,1,-0.6039107501479274,1.1914379855160337,0.33809616377248186,-1.1676872598353414
-0.9771736638126857,Yes,2,1,3,5,1,0.3796721288811475,2,2,-0.6505950327342455,1,-0.6039107501479274,0.26623257679518353,-1.0778621289498782,-0.6154915796172451
0.7748559575377005,No,2,2,4,2,0,0.3796721288811475,7,0,-0.22287550679496057,1,1.5826626555600865,0.26623257679518353,-1.0778621289498782,-0.33939373950819707
-0.2106607044718917,No,0,1,1,3,1,-1.0261667362455194,0,1,0.7184049203838929,1,-0.6039107501479274,0.26623257679518353,0.33809616377248186,-1.1676872598353414
-1.1961773664814839,No,2,2,2,2,0,-1.0261667362455194,7,1,-0.4984603180931486,1,1.036019304133083,0.26623257679518353,-1.0778621289498782,-0.6154915796172451
-0.42966440714069,No,1,1,1,1,0,0.3796721288811475,5,2,1.477803621678977,1,-0.8772324258614291,0.26623257679518353,0.33809616377248186,2.6976825016913315
-0.2106607044718917,No,1,2,4,1,1,0.3796721288811475,7,1,0.5452348192211919,0,1.855984331273588,1.1914379855160337,-1.0778621289498782,1.0410954610370433
-0.2106607044718917,No,2,1,3,3,0,0.3796721288811475,2,1,-0.5288447652910213,1,-0.057267398720923963,0.26623257679518353,0.33809616377248186,-0.6154915796172451
-0.6486681098094882,No,2,1,3,1,1,0.3796721288811475,2,0,-0.12492284834587446,0,1.855984331273588,1.1914379855160337,-1.0778621289498782,0.7649976209279952
0.008342998196906572,No,2,1,3,1,1,-1.0261667362455194,4,0,-0.10834951351067117,0,0.7626976284195812,0.26623257679518353,1.754054456494842,0.21280194070989908
-0.5391662584750891,No,2,1,2,3,1,0.3796721288811475,4,1,-0.0724406213677307,1,1.855984331273588,-0.6589728319256667,0.33809616377248186,1.0410954610370433
0.11784484953130571,No,1,1,4,1,0,0.3796721288811475,2,2,-0.8705104372782891,0,-1.1505541015749308,1.1914379855160337,0.33809616377248186,-0.33939373950819707
1.4318670655440953,No,2,1,1,3,0,-1.0261667362455194,5,0,2.6001158601346663,1,-0.8772324258614291,1.1914379855160337,-1.0778621289498782,-0.33939373950819707
2.4173837275536876,No,2,2,2,1,0,0.3796721288811475,7,2,0.24096538993899816,0,-1.1505541015749308,1.1914379855160337,-1.0778621289498782,3.249878181909428
-0.10115885313749257,No,2,1,2,5,0,0.3796721288811475,0,0,0.7634503945513685,0,-0.6039107501479274,-0.6589728319256667,0.33809616377248186,2.6976825016913315
1.979376322216091,No,2,1,2,3,0,0.3796721288811475,3,0,1.7536009116288984,1,-0.3305890744344257,0.26623257679518353,0.33809616377248186,-1.1676872598353414
-0.10115885313749257,No,1,1,2,1,1,-1.0261667362455194,4,2,-0.0008353157335831605,0,-0.6039107501479274,0.26623257679518353,0.33809616377248186,0.21280194070989908
0.8843578088720997,No,2,1,2,1,1,0.3796721288811475,6,0,0.6844083361065528,0,0.4893759527060795,0.26623257679518353,0.33809616377248186,-1.1676872598353414
-0.2106607044718917,No,1,1,2,3,1,0.3796721288811475,6,1,-0.9155559114457648,0,-0.6039107501479274,1.1914379855160337,-1.0778621289498782,-0.6154915796172451
-0.10115885313749257,Yes,2,1,2,3,1,-1.0261667362455194,6,1,-0.6618564012761143,1,0.4893759527060795,-1.584178240646517,-1.0778621289498782,-1.1676872598353414
2.4173837275536876,No,1,2,0,1,0,-1.0261667362455194,7,2,-0.21883841241202642,0,-1.1505541015749308,1.1914379855160337,-1.0778621289498782,-0.33939373950819707
-0.8676718124782865,No,2,1,2,1,1,0.3796721288811475,6,1,-0.8074042777134766,0,2.1293060069870897,1.1914379855160337,0.33809616377248186,-0.063295899399149
-0.6486681098094882,No,2,1,3,3,1,0.3796721288811475,6,2,-0.8503249653636185,0,0.4893759527060795,-0.6589728319256667,0.33809616377248186,-0.8915894197262932
-0.5391662584750891,No,2,1,2,1,1,0.3796721288811475,6,1,-0.06011685956719493,0,0.4893759527060795,-0.6589728319256667,0.33809616377248186,-0.063295899399149
-0.10115885313749257,No,2,1,2,1,0,1.7855109940078144,2,1,-0.7362239293827958,0,-0.8772324258614291,-0.6589728319256667,0.33809616377248186,-1.1676872598353414
-0.6486681098094882,No,2,1,3,1,0,0.3796721288811475,4,2,-0.44172851808033736,0,2.1293060069870897,1.1914379855160337,0.33809616377248186,0.7649976209279952
-0.2106607044718917,No,2,2,3,2,1,-1.0261667362455194,7,2,-0.4655261270744754,0,-0.3305890744344257,-0.6589728319256667,0.33809616377248186,2.4215846615822834
0.8843578088720997,No,2,1,3,4,1,0.3796721288811475,5,1,1.432545668859768,1,-0.3305890744344257,-0.6589728319256667,1.754054456494842,-1.1676872598353414
0.008342998196906572,No,2,1,3,3,1,0.3796721288811475,5,2,1.5215742239360524,0,-0.6039107501479274,-1.584178240646517,1.754054456494842,-0.6154915796172451
0.9938596602064987,No,2,0,1,3,1,0.3796721288811475,1,0,-0.31487876299551215,1,1.855984331273588,1.1914379855160337,0.33809616377248186,-0.6154915796172451
-0.7581699611438873,No,2,1,0,1,1,-1.0261667362455194,2,1,-0.29256850456350775,1,-0.8772324258614291,0.26623257679518353,-1.0778621289498782,1.0410954610370433
-0.2106607044718917,No,2,1,2,3,1,-1.0261667362455194,6,2,-0.77425760804307,0,0.7626976284195812,-1.584178240646517,0.33809616377248186,-0.063295899399149
1.979376322216091,No,2,2,1,1,1,0.3796721288811475,7,1,0.7938348417492412,0,-0.3305890744344257,1.1914379855160337,0.33809616377248186,-1.1676872598353414
0.11784484953130571,No,0,1,2,3,0,-2.432005601372186,6,0,-0.2494353382616325,1,-0.8772324258614291,1.1914379855160337,0.33809616377248186,1.8693889813641875
-0.3201625558062908,No,2,1,1,3,1,0.3796721288811475,4,1,-0.4627639046019415,0,-0.057267398720923963,0.26623257679518353,0.33809616377248186,-0.6154915796172451
2.08887817355049,No,2,1,2,1,1,-2.432005601372186,4,2,0.16086093823551562,0,-1.1505541015749308,-1.584178240646517,-1.0778621289498782,-0.063295899399149
-1.5246829204846812,No,2,2,0,5,1,0.3796721288811475,8,0,-0.8883586440238926,0,-0.6039107501479274,0.26623257679518353,0.33809616377248186,-1.1676872598353414
1.5413689168784945,No,2,1,3,1,1,0.3796721288811475,2,1,-0.9408408710020364,0,2.1293060069870897,-0.6589728319256667,0.33809616377248186,-0.6154915796172451
-0.7581699611438873,No,2,1,2,1,1,-1.0261667362455194,0,1,-0.4995227113518155,0,1.036019304133083,-1.584178240646517,0.33809616377248186,1.5932911412551394
0.9938596602064987,Yes,2,2,1,3,1,-1.0261667362455194,7,2,0.6620980776745484,0,0.21605427699257776,1.1914379855160337,0.33809616377248186,1.0410954610370433
0.33684855220010396,No,1,1,3,1,1,-1.0261667362455194,0,1,1.487365161006979,0,1.855984331273588,1.1914379855160337,-1.0778621289498782,-0.33939373950819707
1.5413689168784945,No,2,2,3,2,1,0.3796721288811475,7,2,-0.22563772926749445,1,1.855984331273588,1.1914379855160337,-2.4938204216722384,0.7649976209279952
-0.7581699611438873,No,2,2,1,3,0,-1.0261667362455194,7,0,-0.2749327764696376,1,-0.8772324258614291,-0.6589728319256667,-1.0778621289498782,1.0410954610370433
0.9938596602064987,No,1,1,2,3,1,-1.0261667362455194,0,1,0.8860505766015262,1,-0.6039107501479274,0.26623257679518353,-1.0778621289498782,1.3171933011460915
-0.5391662584750891,No,2,2,3,3,1,0.3796721288811475,7,2,-0.3172160281645793,0,0.21605427699257776,-1.584178240646517,0.33809616377248186,1.0410954610370433
1.869874470881692,No,2,1,3,5,0,0.3796721288811475,5,1,1.4971391789867141,0,-0.8772324258614291,-1.584178240646517,-2.4938204216722384,-0.33939373950819707
-1.4151810691502822,No,2,2,1,4,0,0.3796721288811475,7,1,-0.3195532933336464,0,1.5826626555600865,-1.584178240646517,-1.0778621289498782,-0.6154915796172451
-0.9771736638126857,No,0,2,2,3,1,0.3796721288811475,7,1,-0.48486168438221255,0,-0.057267398720923963,-0.6589728319256667,1.754054456494842,-0.063295899399149
2.3078818762192883,No,2,2,3,3,1,0.3796721288811475,7,2,1.5657697834965945,0,-0.6039107501479274,0.26623257679518353,-1.0778621289498782,1.5932911412551394
0.7748559575377005,No,0,1,2,3,1,0.3796721288811475,2,1,-0.9478526665092378,0,-0.8772324258614291,0.26623257679518353,1.754054456494842,-0.6154915796172451
0.008342998196906572,Yes,2,0,3,0,1,0.3796721288811475,1,0,-0.9412658283055032,1,1.855984331273588,1.1914379855160337,0.33809616377248186,-0.6154915796172451
-0.5391662584750891,No,2,1,0,1,1,0.3796721288811475,6,2,-0.7536471788249326,0,-0.6039107501479274,1.1914379855160337,0.33809616377248186,-1.1676872598353414
-1.8531884744878788,Yes,1,1,2,1,0,-1.0261667362455194,2,2,-0.7600215383769339,1,0.7626976284195812,-0.6589728319256667,0.33809616377248186,-1.1676872598353414
-0.3201625558062908,No,2,1,3,4,0,0.3796721288811475,6,2,-0.35992423716298777,0,-0.3305890744344257,0.26623257679518353,0.33809616377248186,2.4215846615822834
0.008342998196906572,No,0,1,1,1,1,-1.0261667362455194,0,0,-0.28470679444937286,0,-0.3305890744344257,1.1914379855160337,1.754054456494842,-1.1676872598353414
2.4173837275536876,No,0,0,3,0,0,-1.0261667362455194,3,1,2.6222136399149374,0,1.5826626555600865,1.1914379855160337,0.33809616377248186,-0.6154915796172451
1.4318670655440953,No,1,1,2,1,0,0.3796721288811475,5,1,2.4794279859501094,1,1.036019304133083,-1.584178240646517,-1.0778621289498782,-0.33939373950819707
-1.3056792178158831,Yes,2,2,2,2,1,-1.0261667362455194,7,2,-0.16125669779228166,1,-1.1505541015749308,1.1914379855160337,0.33809616377248186,-0.063295899399149
-1.3056792178158831,No,2,1,0,3,1,-1.0261667362455194,6,1,-0.7678832484910688,0,-1.1505541015749308,0.26623257679518353,0.33809616377248186,-0.6154915796172451
-1.6341847718190805,No,2,1,2,3,0,0.3796721288811475,2,2,-0.7717078642222696,0,-0.057267398720923963,0.26623257679518353,0.33809616377248186,-1.1676872598353414
1.5413689168784945,No,1,1,3,3,0,-1.0261667362455194,0,2,0.2084561562237917,0,1.3093409798465847,0.26623257679518353,-1.0778621289498782,2.1454868214732357
-0.3201625558062908,Yes,1,1,2,1,1,-2.432005601372186,2,2,-0.09113874272026776,1,2.4026276827005915,1.1914379855160337,0.33809616377248186,0.7649976209279952
1.869874470881692,No,0,0,2,0,0,1.7855109940078144,3,2,2.3000960038871403,1,-0.8772324258614291,0.26623257679518353,0.33809616377248186,-0.33939373950819707
-1.4151810691502822,No,2,1,0,1,1,0.3796721288811475,2,1,-0.7923182934404069,0,-0.8772324258614291,0.26623257679518353,0.33809616377248186,-0.33939373950819707
-0.3201625558062908,No,2,1,3,1,0,-1.0261667362455194,6,0,-0.4245177472899339,0,-0.057267398720923963,0.26623257679518353,0.33809616377248186,-1.1676872598353414
0.008342998196906572,No,2,2,2,1,1,0.3796721288811475,7,2,0.1965573517267227,0,-0.8772324258614291,-1.584178240646517,0.33809616377248186,-0.33939373950819707
-0.3201625558062908,No,2,1,2,3,0,-1.0261667362455194,3,2,1.0896051249621,0,-0.8772324258614291,1.1914379855160337,0.33809616377248186,1.5932911412551394
-0.10115885313749257,No,1,2,1,5,0,0.3796721288811475,7,1,0.6873830372308202,0,-0.3305890744344257,0.26623257679518353,0.33809616377248186,0.7649976209279952
-0.10115885313749257,No,2,1,1,1,0,0.3796721288811475,2,0,-0.779357095684671,0,1.855984331273588,-1.584178240646517,0.33809616377248186,-1.1676872598353414
0.6653541062033014,No,1,2,1,1,1,0.3796721288811475,3,1,2.2216913813975245,1,-0.8772324258614291,1.1914379855160337,1.754054456494842,2.1454868214732357
-0.7581699611438873,No,1,1,2,1,1,-2.432005601372186,6,0,-0.8265273563694804,0,2.675949358414093,0.26623257679518353,-1.0778621289498782,0.7649976209279952
-0.42966440714069,No,0,2,1,2,1,0.3796721288811475,7,1,-0.07584027979546472,0,-0.6039107501479274,-1.584178240646517,1.754054456494842,0.7649976209279952
2.08887817355049,Yes,2,1,3,1,0,0.3796721288811475,6,1,-0.32720252479604794,1,0.7626976284195812,-1.584178240646517,0.33809616377248186,-0.063295899399149
1.5413689168784945,No,2,1,2,1,1,0.3796721288811475,5,2,2.769461345566167,0,-0.6039107501479274,0.26623257679518353,0.33809616377248186,3.8020738621275236
-0.6486681098094882,Yes,2,2,3,1,1,-2.432005601372186,7,1,-0.07031583485039695,1,0.7626976284195812,-0.6589728319256667,-1.0778621289498782,0.7649976209279952
-1.1961773664814839,No,2,1,2,4,0,-1.0261667362455194,6,1,-0.8785846260441574,0,1.036019304133083,0.26623257679518353,-1.0778621289498782,-0.063295899399149
2.3078818762192883,Yes,2,1,3,3,0,0.3796721288811475,0,1,0.8093457833257777,0,-0.8772324258614291,1.1914379855160337,-1.0778621289498782,1.5932911412551394
-1.9626903258222779,Yes,2,2,0,2,1,0.3796721288811475,8,2,-1.0258323316953866,1,1.036019304133083,1.1914379855160337,-1.0778621289498782,-1.1676872598353414
-1.6341847718190805,No,2,1,0,5,1,0.3796721288811475,2,1,-0.8456504350254842,0,-0.3305890744344257,0.26623257679518353,0.33809616377248186,-0.8915894197262932
1.3223652142096962,No,2,1,3,3,0,0.3796721288811475,4,1,0.013613232584286374,0,-0.3305890744344257,0.26623257679518353,-1.0778621289498782,1.8693889813641875
0.6653541062033014,No,1,1,2,3,0,1.7855109940078144,6,2,-0.37479774278432404,0,-0.8772324258614291,1.1914379855160337,0.33809616377248186,-0.6154915796172451
1.4318670655440953,No,1,2,2,2,0,0.3796721288811475,7,2,0.5747693518121311,0,-1.1505541015749308,1.1914379855160337,0.33809616377248186,-0.6154915796172451
-0.6486681098094882,Yes,2,2,2,1,0,-2.432005601372186,7,1,-0.41304390009633163,1,-1.1505541015749308,0.26623257679518353,0.33809616377248186,-0.6154915796172451
0.4463504035345031,No,2,2,0,1,1,0.3796721288811475,7,0,0.35825360569582143,1,-0.6039107501479274,0.26623257679518353,0.33809616377248186,0.7649976209279952
-1.1961773664814839,No,2,0,0,1,0,0.3796721288811475,1,1,-0.7566218799491998,0,2.1293060069870897,1.1914379855160337,0.33809616377248186,0.7649976209279952
-0.10115885313749257,No,2,1,1,3,1,0.3796721288811475,4,0,-0.3318770551341822,0,1.3093409798465847,1.1914379855160337,0.33809616377248186,-0.6154915796172451
1.5413689168784945,Yes,1,1,3,1,1,-2.432005601372186,4,2,0.8811635676116586,0,-0.057267398720923963,1.1914379855160337,0.33809616377248186,-0.6154915796172451
0.22734670086570485,No,2,2,3,1,0,-1.0261667362455194,7,1,-0.12768507081840835,0,-0.3305890744344257,0.26623257679518353,1.754054456494842,1.8693889813641875
-1.3056792178158831,No,2,2,2,1,1,-1.0261667362455194,7,1,0.45386899897584043,0,0.7626976284195812,1.1914379855160337,0.33809616377248186,-0.6154915796172451
-0.7581699611438873,No,2,0,2,0,1,0.3796721288811475,1,1,-0.03313207079705624,1,1.036019304133083,1.1914379855160337,-2.4938204216722384,1.3171933011460915
-0.5391662584750891,Yes,2,1,2,3,0,0.3796721288811475,2,2,-0.48932373606861346,0,1.855984331273588,-1.584178240646517,1.754054456494842,-0.063295899399149
0.8843578088720997,No,2,1,2,3,1,0.3796721288811475,6,2,-0.6482577675651784,0,-0.6039107501479274,-0.6589728319256667,-1.0778621289498782,0.21280194070989908
0.11784484953130571,No,2,1,4,5,0,0.3796721288811475,6,2,-0.4644637338158085,1,1.3093409798465847,-0.6589728319256667,0.33809616377248186,-0.6154915796172451
-0.7581699611438873,No,2,1,2,1,0,0.3796721288811475,6,2,-0.8224902619865463,0,-0.3305890744344257,0.26623257679518353,-1.0778621289498782,-0.063295899399149
-0.5391662584750891,No,1,2,1,3,1,-2.432005601372186,7,0,-0.3898837270573937,0,0.4893759527060795,1.1914379855160337,1.754054456494842,0.7649976209279952
-0.7581699611438873,No,2,1,2,5,0,0.3796721288811475,6,0,-0.7009524731950555,0,-0.3305890744344257,1.1914379855160337,0.33809616377248186,-0.6154915796172451
-0.7581699611438873,No,2,1,0,3,1,-1.0261667362455194,2,2,-0.8037921406340092,0,-0.6039107501479274,1.1914379855160337,0.33809616377248186,-0.33939373950819707
0.4463504035345031,No,1,1,2,1,1,-1.0261667362455194,3,0,2.268861642082334,0,-0.6039107501479274,-0.6589728319256667,-1.0778621289498782,0.48889978081894714
0.4463504035345031,No,2,1,3,1,1,0.3796721288811475,2,1,-0.9062068507694963,0,1.5826626555600865,1.1914379855160337,0.33809616377248186,-1.1676872598353414
-1.9626903258222779,No,2,1,0,3,0,0.3796721288811475,2,2,-1.0666282328281946,0,-0.3305890744344257,1.1914379855160337,0.33809616377248186,-1.1676872598353414
0.33684855220010396,No,1,1,2,3,0,0.3796721288811475,6,0,-0.19079123038322088,0,-1.1505541015749308,-1.584178240646517,0.33809616377248186,0.7649976209279952
-0.2106607044718917,No,2,2,4,2,1,0.3796721288811475,7,1,0.16829769104618375,0,-0.6039107501479274,-1.584178240646517,0.33809616377248186,1.0410954610370433
1.7603726195472926,No,2,2,1,2,1,0.3796721288811475,8,1,-0.8917583024516267,1,1.3093409798465847,1.1914379855160337,-2.4938204216722384,0.7649976209279952
0.8843578088720997,No,2,1,2,1,1,0.3796721288811475,2,0,-0.8828341990788249,0,0.7626976284195812,0.26623257679518353,-2.4938204216722384,1.3171933011460915
-0.5391662584750891,No,1,2,2,2,0,0.3796721288811475,7,2,0.5301488349481223,0,-0.3305890744344257,1.1914379855160337,0.33809616377248186,1.0410954610370433
-0.8676718124782865,No,0,1,0,5,1,0.3796721288811475,4,1,-0.46403877651234177,0,-0.6039107501479274,-1.584178240646517,0.33809616377248186,0.7649976209279952
1.5413689168784945,No,2,1,3,3,1,-1.0261667362455194,4,1,-0.07881498091973198,0,0.4893759527060795,0.26623257679518353,0.33809616377248186,-1.1676872598353414
2.3078818762192883,No,2,1,2,3,0,-1.0261667362455194,6,1,-0.6707805046489161,1,1.3093409798465847,-0.6589728319256667,-1.0778621289498782,-1.1676872598353414
0.33684855220010396,No,2,2,3,2,1,-1.0261667362455194,7,1,0.9247216912170005,0,-1.1505541015749308,-1.584178240646517,-1.0778621289498782,1.8693889813641875
-0.3201625558062908,No,1,2,3,2,0,0.3796721288811475,8,1,-0.9076942013316298,0,0.7626976284195812,1.1914379855160337,0.33809616377248186,-0.33939373950819707
-1.6341847718190805,No,2,1,0,3,1,0.3796721288811475,6,1,-0.8881461653721593,0,2.4026276827005915,-1.584178240646517,0.33809616377248186,-0.6154915796172451
-1.0866755151470848,No,0,1,2,3,1,0.3796721288811475,6,0,-0.9516772822404386,0,0.7626976284195812,1.1914379855160337,-2.4938204216722384,-0.6154915796172451
-0.9771736638126857,No,2,1,2,3,1,0.3796721288811475,6,1,-0.8052794911961428,0,-1.1505541015749308,0.26623257679518353,-2.4938204216722384,-0.6154915796172451
